Binomial,Area,Group,Year,Family,Category,Conser_research_effort,Realm,ROi,ERi,General_research_effort,Nº cong species,CSi,Total_RO_nas_congeneric_species,ROCSi,RPM
Tropidonophis dendrophiops,118126.7183,snake,1833,NATRICIDAE,LC,0,Oriental,1,0,0,18,0.955882353,71,0.979348458,1.967615406
Tropidonophis doriae,223171.2608,snake,1897,NATRICIDAE,LC,0,Oceanina,1,0,0,18,0.955882353,71,0.979348458,1.967615406
Tropidonophis hypomelas,7208.514245,snake,1877,NATRICIDAE,LC,0,Oceanina,1,0,0,18,0.955882353,71,0.979348458,1.967615406
Tropidonophis mcdowelli,13173.6054,snake,1988,NATRICIDAE,LC,0,Oceanina,1,0,0,18,0.955882353,71,0.979348458,1.967615406
Tropidonophis montanus,52146.70434,snake,1911,NATRICIDAE,LC,0,Oceanina,1,0,0,18,0.955882353,71,0.979348458,1.967615406
Tropidonophis multiscutellatus,563926.1244,snake,1948,NATRICIDAE,LC,0,Oceanina,1,0,0,18,0.955882353,71,0.979348458,1.967615406
Tropidonophis novaeguineae,24471.5628,snake,1911,NATRICIDAE,LC,0,Oceanina,1,0,0,18,0.955882353,71,0.979348458,1.967615406
Tropidonophis parkeri,42241.37942,snake,1988,NATRICIDAE,LC,0,Oceanina,1,0,0,18,0.955882353,71,0.979348458,1.967615406
Tropidonophis picturatus,296320.1883,snake,1837,NATRICIDAE,LC,0,Oceanina,1,0,0,18,0.955882353,71,0.979348458,1.967615406
Tropidonophis statistictus,108207.0813,snake,1988,NATRICIDAE,LC,0,Oceanina,1,0,0,18,0.955882353,71,0.979348458,1.967615406
Amphiglossus frontoparietalis,65504.18475,lizard,1889,SCINCIDAE,LC,0,Madagascan,0.998355263,0,1,24,0.941176471,12,0.996509599,1.967198298
Amphiglossus macrocercus,44430.74074,lizard,1882,SCINCIDAE,LC,1,Madagascan,0.998355263,0,1,24,0.941176471,12,0.996509599,1.967198298
Amphiglossus punctatus,61978.86227,lizard,1993,SCINCIDAE,LC,0,Madagascan,0.998355263,0,1,24,0.941176471,12,0.996509599,1.967198298
Paroedura oviceps,31070.5358,lizard,1881,GEKKONIDAE,NT,0,Madagascan,0.995065789,0,3,17,0.958333333,49,0.985747528,1.96710622
Microlophus grayii,136.041445,lizard,1843,TROPIDURIDAE,NT,0,Neotropical,0.998355263,0,1,21,0.948529412,39,0.988656195,1.966948067
Microlophus habelii,119.421033,lizard,1876,TROPIDURIDAE,LC,0,Neotropical,0.998355263,0,1,21,0.948529412,39,0.988656195,1.966948067
Epictia columbi,158.724614,snake,1939,LEPTOTYPHLOPIDAE,LC,0,Panamanian,0.998355263,0,1,25,0.93872549,8,0.997673066,1.966554541
Epictia magnamaculata,16.007803,snake,1940,LEPTOTYPHLOPIDAE,LC,0,Neotropical,0.998355263,0,1,25,0.93872549,8,0.997673066,1.966554541
Pristurus samhaensis,49.461866,lizard,1999,SPHAERODACTYLIDAE,LC,0,Afrotropical,0.998355263,0,1,24,0.941176471,18,0.994764398,1.966325697
Amphiglossus crenni,7746.014185,lizard,1906,SCINCIDAE,LC,0,Madagascan,0.996710526,0,2,24,0.941176471,11,0.996800465,1.965698994
Pristurus abdelkuri,2818.159792,lizard,1986,SPHAERODACTYLIDAE,LC,0,Afrotropical,0.996710526,0,2,24,0.941176471,17,0.995055265,1.964826394
Pristurus sokotranus,3622.534912,lizard,1938,SPHAERODACTYLIDAE,LC,0,Afrotropical,0.996710526,0,2,24,0.941176471,17,0.995055265,1.964826394
Amphiglossus reticulatus,78792.35851,lizard,1922,SCINCIDAE,LC,0,Madagascan,0.995065789,0,3,24,0.941176471,10,0.997091332,1.964199691
Microlophus delanonis,65.786028,lizard,1890,TROPIDURIDAE,LC,0,Neotropical,0.995065789,0,3,21,0.948529412,37,0.989237929,1.96394946
Lipinia auriculata,40725.41677,lizard,1917,SCINCIDAE,LC,0,Oriental,1,0,0,27,0.933823529,22,0.993600931,1.96371223
Lipinia inexpectata,5715.137815,lizard,2007,SCINCIDAE,LC,0,Oriental,1,0,0,27,0.933823529,22,0.993600931,1.96371223
Lipinia infralineolata,115504.0311,lizard,1873,SCINCIDAE,LC,0,Oriental,1,0,0,27,0.933823529,22,0.993600931,1.96371223
Lipinia pulchra,72934.89487,lizard,1903,SCINCIDAE,LC,0,Oceanina,1,0,0,27,0.933823529,22,0.993600931,1.96371223
Lipinia septentrionalis,67872.79394,lizard,2000,SCINCIDAE,LC,0,Oceanina,1,0,0,27,0.933823529,22,0.993600931,1.96371223
Tropidophorus beccarii,239839.7065,lizard,1871,SCINCIDAE,LC,0,Oriental,1,0,0,29,0.928921569,7,0.997963933,1.963442751
Tropidophorus davaoensis,49600.09264,lizard,1980,SCINCIDAE,LC,0,Oriental,1,0,0,29,0.928921569,7,0.997963933,1.963442751
Tropidophorus grayi,71484.79975,lizard,1861,SCINCIDAE,LC,0,Oriental,1,0,0,29,0.928921569,7,0.997963933,1.963442751
Tropidophorus misaminius,42525.94536,lizard,1908,SCINCIDAE,LC,0,Oriental,1,0,0,29,0.928921569,7,0.997963933,1.963442751
Tropidophorus mocquardii,248444.4012,lizard,1895,SCINCIDAE,LC,0,Oriental,1,0,0,29,0.928921569,7,0.997963933,1.963442751
Tropidophorus partelloi,94135.19006,lizard,1910,SCINCIDAE,LC,0,Oriental,1,0,0,29,0.928921569,7,0.997963933,1.963442751
Tropidophorus perplexus,34063.94792,lizard,1921,SCINCIDAE,LC,0,Oriental,1,0,0,29,0.928921569,7,0.997963933,1.963442751
Uropeltis ruhunae,9.996281,snake,1876,UROPELTIDAE,LC,0,Oriental,0.998355263,0,1,28,0.931372549,5,0.998545666,1.963314371
Cnemidophorus leucopsammus,96.933397,lizard,2010,TEIIDAE,LC,0,Panamanian,1,0,0,18,0.955882353,102,0.970331588,1.963106971
Cnemidophorus rostralis,198.665779,lizard,2010,TEIIDAE,NT,0,Panamanian,1,0,0,18,0.955882353,102,0.970331588,1.963106971
Microlophus bivittatus,445.941025,lizard,1871,TROPIDURIDAE,NT,0,Neotropical,0.993421053,0,4,21,0.948529412,36,0.989528796,1.962450156
Letheobia feae,858.575592,snake,1906,TYPHLOPIDAE,LC,0,Afrotropical,1,0,0,30,0.926470588,7,0.997963933,1.96221726
Lipinia leptosoma,648.350059,lizard,1958,SCINCIDAE,NT,0,Oceanina,0.998355263,0,1,27,0.933823529,21,0.993891798,1.962212927
Lipinia longiceps,23328.16433,lizard,1895,SCINCIDAE,LC,0,Oceanina,0.998355263,0,1,27,0.933823529,21,0.993891798,1.962212927
Lipinia nototaenia,59771.89381,lizard,1914,SCINCIDAE,LC,0,Oceanina,0.998355263,0,1,27,0.933823529,21,0.993891798,1.962212927
Lipinia pulchella,188083.0439,lizard,1845,SCINCIDAE,LC,0,Oriental,0.998355263,0,1,27,0.933823529,21,0.993891798,1.962212927
Chelodina reimanni,26896.93234,turtle,1990,CHELIDAE,NT,0,Oceanina,1,0,0,14,0.965686275,148,0.956951716,1.961318995
Lipinia rouxi,7019.825282,lizard,1934,SCINCIDAE,LC,0,Oceanina,0.996710526,0,2,27,0.933823529,20,0.994182664,1.960713623
Gloydius tsushimaensis,712.270943,snake,1994,VIPERIDAE,LC,0,Palearctic,0.996710526,0,2,11,0.973039216,156,0.954624782,1.960542525
Tropidophorus brookei,203353.6386,lizard,1845,SCINCIDAE,LC,0,Oriental,0.996710526,0,2,29,0.928921569,5,0.998545666,1.960444144
Leiocephalus inaguae,1308.71609,lizard,1931,TROPIDURIDAE,LC,0,Panamanian,1,0,0,26,0.93627451,53,0.984584061,1.960429285
Leiocephalus loxogrammus,254.902429,lizard,1887,TROPIDURIDAE,LC,0,Panamanian,1,0,0,26,0.93627451,53,0.984584061,1.960429285
Leiocephalus lunatus,2558.223209,lizard,1934,TROPIDURIDAE,LC,0,Panamanian,1,0,0,26,0.93627451,53,0.984584061,1.960429285
Leiocephalus melanochlorus,7547.781067,lizard,1863,TROPIDURIDAE,NT,0,Panamanian,1,0,0,26,0.93627451,53,0.984584061,1.960429285
Leiocephalus punctatus,859.591556,lizard,1931,TROPIDURIDAE,LC,0,Panamanian,1,0,0,26,0.93627451,53,0.984584061,1.960429285
Leiocephalus raviceps,15883.55192,lizard,1863,TROPIDURIDAE,LC,0,Panamanian,1,0,0,26,0.93627451,53,0.984584061,1.960429285
Tropidophis pardalis,36498.47417,snake,1840,TROPIDOPHIIDAE,LC,0,Panamanian,1,0,0,31,0.924019608,12,0.996509599,1.960264603
Tropidophis stejnegeri,4116.343959,snake,1940,TROPIDOPHIIDAE,NT,0,Panamanian,1,0,0,31,0.924019608,12,0.996509599,1.960264603
Tropidophis wrighti,14120.87095,snake,1928,TROPIDOPHIIDAE,LC,0,Panamanian,1,0,0,31,0.924019608,12,0.996509599,1.960264603
Mabuya dominicana,766.689821,lizard,1887,SCINCIDAE,LC,2,Panamanian,0.972039474,0,17,7,0.982843137,22,0.993600931,1.960261508
Riama shrevei,274.798998,lizard,1935,GYMNOPHTHALMIDAE,LC,0,Neotropical,0.998355263,0,1,30,0.926470588,10,0.997091332,1.960136223
Cnemidophorus nigricolor,971.823636,lizard,1873,TEIIDAE,LC,0,Panamanian,0.996710526,0,2,18,0.955882353,100,0.970913322,1.960108364
Cnemidophorus ruthveni,16.392606,lizard,1935,TEIIDAE,LC,0,Neotropical,0.996710526,0,2,18,0.955882353,100,0.970913322,1.960108364
Brookesia betschi,12337.4661,lizard,1974,CHAMAELEONIDAE,NT,0,Madagascan,1,0,0,29,0.928921569,35,0.989819663,1.959370616
Brookesia griveaudi,22253.52557,lizard,1974,CHAMAELEONIDAE,NT,0,Madagascan,1,0,0,29,0.928921569,35,0.989819663,1.959370616
Brookesia therezieni,30969.67791,lizard,1970,CHAMAELEONIDAE,LC,0,Madagascan,1,0,0,29,0.928921569,35,0.989819663,1.959370616
Uroplatus phantasticus,46932.49419,lizard,1888,GEKKONIDAE,LC,1,Madagascan,0.978618421,0,13,13,0.968137255,24,0.993019197,1.959196647
Leiocephalus cubensis,65387.90119,lizard,1840,TROPIDURIDAE,LC,0,Panamanian,0.998355263,0,1,26,0.93627451,52,0.984874927,1.958929982
Leiocephalus macropus,81378.64875,lizard,1863,TROPIDURIDAE,LC,0,Panamanian,0.998355263,0,1,26,0.93627451,52,0.984874927,1.958929982
Leiocephalus semilineatus,9378.675974,lizard,1920,TROPIDURIDAE,LC,0,Panamanian,0.998355263,0,1,26,0.93627451,52,0.984874927,1.958929982
Leiocephalus stictigaster,54984.98525,lizard,1959,TROPIDURIDAE,LC,0,Panamanian,0.998355263,0,1,26,0.93627451,52,0.984874927,1.958929982
Hoplodactylus duvaucelii,7706.108421,lizard,1836,DIPLODACTYLIDAE,NT,3,Australian,0.958881579,0,25,0,1,0,1,1.958881579
Tropidophis maculatus,8545.640118,snake,1840,TROPIDOPHIIDAE,LC,0,Panamanian,0.998355263,0,1,31,0.924019608,11,0.996800465,1.9587653
Tropidophis xanthogaster,18.930555,snake,2006,TROPIDOPHIIDAE,LC,0,Panamanian,0.998355263,0,1,31,0.924019608,11,0.996800465,1.9587653
Furcifer angeli,31195.20659,lizard,1968,CHAMAELEONIDAE,LC,0,Madagascan,1,0,0,21,0.948529412,108,0.968586387,1.9585579
Furcifer petteri,11019.25824,lizard,1966,CHAMAELEONIDAE,LC,0,Madagascan,1,0,0,21,0.948529412,108,0.968586387,1.9585579
Furcifer tuzetae,22.982281,lizard,1972,CHAMAELEONIDAE,NT,0,Madagascan,1,0,0,21,0.948529412,108,0.968586387,1.9585579
Furcifer willsii,101827.9899,lizard,1890,CHAMAELEONIDAE,LC,0,Madagascan,1,0,0,21,0.948529412,108,0.968586387,1.9585579
Lygosoma lanceolatum,124.472416,lizard,1990,SCINCIDAE,LC,0,Afrotropical,1,0,0,32,0.921568627,16,0.995346131,1.958457379
Lygosoma mafianum,460.76219,lizard,1994,SCINCIDAE,LC,0,Afrotropical,1,0,0,32,0.921568627,16,0.995346131,1.958457379
Celestus badius,4.623838,lizard,1868,ANGUIDAE,LC,0,Panamanian,1,0,0,33,0.919117647,11,0.996800465,1.957959056
Celestus crusculus,11092.40476,lizard,1887,ANGUIDAE,LC,0,Panamanian,1,0,0,33,0.919117647,11,0.996800465,1.957959056
Celestus curtissi,19949.15989,lizard,1951,ANGUIDAE,LC,0,Panamanian,1,0,0,33,0.919117647,11,0.996800465,1.957959056
Celestus marcanoi,19.992561,lizard,1976,ANGUIDAE,LC,0,Panamanian,1,0,0,33,0.919117647,11,0.996800465,1.957959056
Celestus sepsoides,51730.22175,lizard,1852,ANGUIDAE,LC,0,Panamanian,1,0,0,33,0.919117647,11,0.996800465,1.957959056
Celestus stenurus,68720.31452,lizard,1862,ANGUIDAE,LC,0,Panamanian,1,0,0,33,0.919117647,11,0.996800465,1.957959056
Brookesia ambreensis,386.740445,lizard,1995,CHAMAELEONIDAE,NT,0,Madagascan,0.998355263,0,1,29,0.928921569,34,0.990110529,1.957871312
Brookesia brunoi,18.612575,lizard,2012,CHAMAELEONIDAE,NT,0,Madagascan,0.998355263,0,1,29,0.928921569,34,0.990110529,1.957871312
Brookesia confidens,263.89793,lizard,2012,CHAMAELEONIDAE,NT,0,Madagascan,0.998355263,0,1,29,0.928921569,34,0.990110529,1.957871312
Brookesia stumpffi,62476.12004,lizard,1894,CHAMAELEONIDAE,LC,0,Madagascan,0.998355263,0,1,29,0.928921569,34,0.990110529,1.957871312
Brookesia thieli,50383.37025,lizard,1969,CHAMAELEONIDAE,LC,0,Madagascan,0.998355263,0,1,29,0.928921569,34,0.990110529,1.957871312
Cnemidophorus arubensis,170.952884,lizard,1887,TEIIDAE,LC,0,Neotropical,0.993421053,0,4,18,0.955882353,98,0.971495055,1.957109757
Cnemidophorus flavissimus,10.301733,lizard,2010,TEIIDAE,NT,0,Panamanian,0.993421053,0,4,18,0.955882353,98,0.971495055,1.957109757
Cnemidophorus senectus,952.78806,lizard,2010,TEIIDAE,LC,0,Panamanian,0.993421053,0,4,18,0.955882353,98,0.971495055,1.957109757
Furcifer cephalolepis,1031.546486,lizard,1880,CHAMAELEONIDAE,LC,0,Madagascan,0.998355263,0,1,21,0.948529412,107,0.968877254,1.957058596
Furcifer major,122913.0503,lizard,1971,CHAMAELEONIDAE,LC,0,Madagascan,0.998355263,0,1,21,0.948529412,107,0.968877254,1.957058596
Furcifer minor,10805.95529,lizard,1879,CHAMAELEONIDAE,LC,0,Madagascan,0.998355263,0,1,21,0.948529412,107,0.968877254,1.957058596
Chamaeleo monachus,3622.534245,lizard,1865,CHAMAELEONIDAE,NT,0,Afrotropical,0.998355263,0,1,13,0.968137255,177,0.948516579,1.95668218
Celestus costatus,70399.95832,lizard,,ANGUIDAE,LC,0,Panamanian,0.998355263,0,1,33,0.919117647,10,0.997091332,1.956459753
Borikenophis portoricensis,9164.5616,snake,1862,DIPSADIDAE,LC,2,Panamanian,0.958881579,0,25,2,0.995098039,0,1,1.956430599
Brookesia micra,11.726458,lizard,2012,CHAMAELEONIDAE,NT,0,Madagascan,0.996710526,0,2,29,0.928921569,33,0.990401396,1.956372009
Leiocephalus barahonensis,5917.196578,lizard,1921,TROPIDURIDAE,LC,0,Panamanian,0.995065789,0,3,26,0.93627451,50,0.985456661,1.955931375
Rhabdophis auriculata,117789.5629,snake,1858,NATRICIDAE,LC,0,Oriental,1,0,0,25,0.93872549,93,0.972949389,1.95583744
Rhabdophis lineatus,109818.1311,snake,1861,NATRICIDAE,LC,0,Oriental,1,0,0,25,0.93872549,93,0.972949389,1.95583744
Rhabdophis spilogaster,3206.724491,snake,1827,NATRICIDAE,LC,0,Oriental,1,0,0,25,0.93872549,93,0.972949389,1.95583744
Rhabdophis swinhonis,35995.63929,snake,1868,NATRICIDAE,LC,0,Oriental,1,0,0,25,0.93872549,93,0.972949389,1.95583744
Furcifer bifidus,45074.99067,lizard,1800,CHAMAELEONIDAE,LC,0,Madagascan,0.996710526,0,2,21,0.948529412,106,0.969168121,1.955559293
Furcifer rhinoceratus,22820.90732,lizard,1845,CHAMAELEONIDAE,LC,0,Madagascan,0.996710526,0,2,21,0.948529412,106,0.969168121,1.955559293
Furcifer viridis,271399.6105,lizard,2012,CHAMAELEONIDAE,LC,0,Madagascan,0.996710526,0,2,21,0.948529412,106,0.969168121,1.955559293
Microlophus albemarlensis,4422.119014,lizard,1890,TROPIDURIDAE,LC,0,Neotropical,0.985197368,0,9,21,0.948529412,31,0.99098313,1.954953639
Brookesia brygooi,173137.8935,lizard,1995,CHAMAELEONIDAE,LC,1,Madagascan,0.995065789,0,3,29,0.928921569,32,0.990692263,1.954872705
Calumma ambreense,397.590181,lizard,1974,CHAMAELEONIDAE,NT,0,Madagascan,1,0,0,32,0.921568627,43,0.987492728,1.954530678
Calumma guillaumeti,9887.094611,lizard,1974,CHAMAELEONIDAE,LC,0,Madagascan,1,0,0,32,0.921568627,43,0.987492728,1.954530678
Calumma malthe,52495.85262,lizard,1879,CHAMAELEONIDAE,LC,0,Madagascan,1,0,0,32,0.921568627,43,0.987492728,1.954530678
Calumma marojezense,9485.50022,lizard,1970,CHAMAELEONIDAE,NT,0,Madagascan,1,0,0,32,0.921568627,43,0.987492728,1.954530678
Calumma peltierorum,4015.118085,lizard,2006,CHAMAELEONIDAE,NT,0,Madagascan,1,0,0,32,0.921568627,43,0.987492728,1.954530678
Leiocephalus personatus,56774.02879,lizard,1863,TROPIDURIDAE,LC,0,Panamanian,0.993421053,0,4,26,0.93627451,49,0.985747528,1.954432071
Leiocephalus schreibersii,32225.53938,lizard,1839,TROPIDURIDAE,LC,0,Panamanian,0.993421053,0,4,26,0.93627451,49,0.985747528,1.954432071
Rhabdophis murudensis,235486.1946,snake,1925,NATRICIDAE,LC,0,Oriental,0.998355263,0,1,25,0.93872549,92,0.973240256,1.954338136
Eutropis bontocensis,15332.34884,lizard,1923,SCINCIDAE,LC,0,Oriental,1,0,0,32,0.921568627,49,0.985747528,1.953658078
Eutropis indeprensa,326669.4984,lizard,1980,SCINCIDAE,LC,0,Oriental,1,0,0,32,0.921568627,49,0.985747528,1.953658078
Eutropis rudis,604048.1025,lizard,1887,SCINCIDAE,NC,0,Oriental,1,0,0,32,0.921568627,49,0.985747528,1.953658078
Chilabothrus inornatus,2175.985457,snake,1843,BOIDAE,LC,3,Panamanian,0.972039474,0,17,11,0.973039216,37,0.989237929,1.953178046
Calumma amber,748.436844,lizard,2006,CHAMAELEONIDAE,NT,0,Madagascan,0.998355263,0,1,32,0.921568627,42,0.987783595,1.953031374
Calumma crypticum,115256.3067,lizard,2006,CHAMAELEONIDAE,LC,0,Madagascan,0.998355263,0,1,32,0.921568627,42,0.987783595,1.953031374
Calumma gastrotaenia,90171.95103,lizard,1888,CHAMAELEONIDAE,LC,0,Madagascan,0.998355263,0,1,32,0.921568627,42,0.987783595,1.953031374
Calumma guibei,1878.313617,lizard,1959,CHAMAELEONIDAE,NT,0,Madagascan,0.998355263,0,1,32,0.921568627,42,0.987783595,1.953031374
Rhabdophis adleri,18713.78702,snake,1997,NATRICIDAE,LC,0,Oriental,0.996710526,0,2,25,0.93872549,91,0.973531123,1.952838833
Crotaphytus insularis,931.871928,lizard,1921,CROTAPHYTIDAE,LC,0,Nearctic,1,0,0,8,0.980392157,260,0.924374636,1.952383397
Eutropis cumingi,118390.847,lizard,1980,SCINCIDAE,LC,0,Oriental,0.998355263,0,1,32,0.921568627,48,0.986038394,1.952158774
Brookesia superciliaris,93046.80433,lizard,1820,CHAMAELEONIDAE,LC,0,Madagascan,0.991776316,0,5,29,0.928921569,30,0.991273997,1.951874098
Brachymeles apus,11829.0443,lizard,1982,SCINCIDAE,LC,0,Oriental,1,0,0,37,0.909313725,22,0.993600931,1.951457328
Brachymeles tridactylus,38571.17361,lizard,1956,SCINCIDAE,LC,0,Oriental,1,0,0,37,0.909313725,22,0.993600931,1.951457328
Calumma boettgeri,35654.06481,lizard,1888,CHAMAELEONIDAE,LC,0,Madagascan,0.995065789,0,3,32,0.921568627,40,0.988365329,1.950032768
Brachymeles bicolor,20606.63788,lizard,1845,SCINCIDAE,NT,0,Oriental,0.998355263,0,1,37,0.909313725,21,0.993891798,1.949958025
Brachymeles minimus,1468.621381,lizard,1995,SCINCIDAE,NT,0,Oriental,0.998355263,0,1,37,0.909313725,21,0.993891798,1.949958025
Brachymeles samarensis,40106.88251,lizard,1956,SCINCIDAE,LC,0,Oriental,0.998355263,0,1,37,0.909313725,21,0.993891798,1.949958025
Brachymeles schadenbergi,118956.8418,lizard,1885,SCINCIDAE,LC,0,Oriental,0.998355263,0,1,37,0.909313725,21,0.993891798,1.949958025
Xantusia riversiana,208.077696,lizard,1883,XANTUSIIDAE,LC,0,Nearctic,0.973684211,0,16,13,0.968137255,54,0.984293194,1.949899435
Takydromus smaragdinus,2664.383304,lizard,1887,LACERTIDAE,NT,0,Oriental,0.996710526,0,2,21,0.948529412,150,0.956369983,1.949160223
Brachymeles boulengeri,156558.4545,lizard,1922,SCINCIDAE,LC,0,Oriental,0.996710526,0,2,37,0.909313725,20,0.994182664,1.948458721
Brachymeles gracilis,125488.7315,lizard,1885,SCINCIDAE,LC,0,Oriental,0.996710526,0,2,37,0.909313725,20,0.994182664,1.948458721
Brachymeles talinis,36223.22755,lizard,1956,SCINCIDAE,LC,0,Oriental,0.996710526,0,2,37,0.909313725,20,0.994182664,1.948458721
Furcifer verrucosus,232510.1182,lizard,1829,CHAMAELEONIDAE,LC,1,Madagascan,0.988486842,0,7,21,0.948529412,101,0.970622455,1.948062775
Trioceros feae,908.500389,lizard,1906,CHAMAELEONIDAE,NT,0,Afrotropical,1,0,0,40,0.901960784,22,0.993600931,1.947780858
Takydromus stejnegeri,31224.60754,lizard,1912,LACERTIDAE,LC,0,Oriental,0.995065789,0,3,21,0.948529412,149,0.956660849,1.94766092
Lepidodactylus balioburius,159.197923,lizard,1989,GEKKONIDAE,LC,0,Oriental,1,0,0,31,0.924019608,101,0.970622455,1.947321031
Lepidodactylus christiani,13309.42748,lizard,1917,GEKKONIDAE,LC,0,Oriental,1,0,0,31,0.924019608,101,0.970622455,1.947321031
Lepidodactylus herrei,41105.85072,lizard,1923,GEKKONIDAE,LC,0,Oriental,1,0,0,31,0.924019608,101,0.970622455,1.947321031
Lepidodactylus orientalis,5394.485342,lizard,1977,GEKKONIDAE,LC,0,Oceanina,1,0,0,31,0.924019608,101,0.970622455,1.947321031
Lepidodactylus planicaudus,47095.47268,lizard,1905,GEKKONIDAE,LC,0,Oriental,1,0,0,31,0.924019608,101,0.970622455,1.947321031
Lepidodactylus tepukapili,0.669914,lizard,2003,GEKKONIDAE,NC,0,Oceanina,1,0,0,31,0.924019608,101,0.970622455,1.947321031
Draco cyanopterus,86622.84266,lizard,1867,AGAMIDAE,LC,0,Oriental,1,0,0,40,0.901960784,30,0.991273997,1.94661739
Draco guentheri,17942.81592,lizard,1885,AGAMIDAE,LC,0,Oriental,1,0,0,40,0.901960784,30,0.991273997,1.94661739
Draco jareckii,72.622004,lizard,1992,AGAMIDAE,LC,0,Oriental,1,0,0,40,0.901960784,30,0.991273997,1.94661739
Draco ornatus,71894.22234,lizard,1845,AGAMIDAE,LC,0,Oriental,1,0,0,40,0.901960784,30,0.991273997,1.94661739
Draco palawanensis,11656.19295,lizard,2000,AGAMIDAE,LC,0,Oriental,1,0,0,40,0.901960784,30,0.991273997,1.94661739
Draco quadrasi,11162.60825,lizard,1893,AGAMIDAE,LC,0,Oriental,1,0,0,40,0.901960784,30,0.991273997,1.94661739
Draco reticulatus,23380.97974,lizard,1864,AGAMIDAE,LC,0,Oriental,1,0,0,40,0.901960784,30,0.991273997,1.94661739
Takydromus formosanus,35557.17652,lizard,1894,LACERTIDAE,LC,0,Oriental,0.993421053,0,4,21,0.948529412,148,0.956951716,1.946161617
Lepidodactylus aureolineatus,115205.5579,lizard,1915,GEKKONIDAE,LC,0,Oriental,0.998355263,0,1,31,0.924019608,100,0.970913322,1.945821728
Lepidodactylus guppyi,36047.5666,lizard,1884,GEKKONIDAE,LC,0,Oceanina,0.998355263,0,1,31,0.924019608,100,0.970913322,1.945821728
Lepidodactylus labialis,94135.23487,lizard,1867,GEKKONIDAE,LC,0,Oriental,0.998355263,0,1,31,0.924019608,100,0.970913322,1.945821728
Lepidodactylus magnus,23336.21479,lizard,1977,GEKKONIDAE,LC,0,Oceanina,0.998355263,0,1,31,0.924019608,100,0.970913322,1.945821728
Lepidodactylus novaeguineae,34775.19636,lizard,1977,GEKKONIDAE,LC,0,Oceanina,0.998355263,0,1,31,0.924019608,100,0.970913322,1.945821728
Lepidodactylus vanuatuensis,4765.000865,lizard,1998,GEKKONIDAE,LC,0,Australian,0.998355263,0,1,31,0.924019608,100,0.970913322,1.945821728
Calumma parsonii,93479.48939,lizard,1825,CHAMAELEONIDAE,NT,0,Madagascan,0.990131579,0,6,32,0.921568627,37,0.989237929,1.945534857
Draco bimaculatus,42691.43341,lizard,1864,AGAMIDAE,LC,0,Oriental,0.998355263,0,1,40,0.901960784,29,0.991564863,1.945118087
Draco bourouniensis,8571.278404,lizard,1802,AGAMIDAE,LC,0,Oceanina,0.998355263,0,1,40,0.901960784,29,0.991564863,1.945118087
Gonatodes naufragus,64.090946,lizard,2013,SPHAERODACTYLIDAE,NT,0,Panamanian,1,0,0,37,0.909313725,68,0.980221059,1.944767392
Gonatodes ocellatus,191.037403,lizard,1831,SPHAERODACTYLIDAE,LC,0,Neotropical,1,0,0,37,0.909313725,68,0.980221059,1.944767392
Ovophis okinavensis,2407.025735,snake,1892,VIPERIDAE,LC,0,Oriental,0.952302632,0,29,5,0.987745098,10,0.997091332,1.944720847
Takydromus luyeanus,4312.809458,lizard,2008,LACERTIDAE,LC,0,Oriental,0.991776316,0,5,21,0.948529412,147,0.957242583,1.944662313
Anilios erycinus,36227.51504,snake,1901,TYPHLOPIDAE,LC,0,Oceanina,1,0,0,45,0.889705882,2,0.999418266,1.944562074
Anilios minimus,2196.904268,snake,1929,TYPHLOPIDAE,LC,0,Australian,1,0,0,45,0.889705882,2,0.999418266,1.944562074
Hebius flavifrons,692334.7668,snake,1887,NATRICIDAE,LC,0,Oriental,1,0,0,44,0.892156863,12,0.996509599,1.944333231
Calumma brevicorne,39036.48262,lizard,1879,CHAMAELEONIDAE,LC,1,Madagascan,0.988486842,0,7,32,0.921568627,36,0.989528796,1.944035554
Brachymeles bonitae,13673.25809,lizard,1839,SCINCIDAE,LC,0,Oriental,0.991776316,0,5,37,0.909313725,17,0.995055265,1.943960811
Draco cornutus,734569.814,lizard,1864,AGAMIDAE,LC,0,Oceanina,0.996710526,0,2,40,0.901960784,28,0.99185573,1.943618784
Draco spilopterus,141831.4001,lizard,1834,AGAMIDAE,LC,0,Oriental,0.996710526,0,2,40,0.901960784,28,0.99185573,1.943618784
Takydromus hsuehshanensis,6692.603325,lizard,1981,LACERTIDAE,LC,0,Oriental,0.990131579,0,6,21,0.948529412,146,0.95753345,1.94316301
Dendrelaphis lorentzi,87229.01732,snake,1911,COLUBRIDAE,LC,0,Oceanina,1,0,0,41,0.899509804,47,0.986329261,1.942919533
Hebius ishigakiense,514.778673,snake,1960,NATRICIDAE,NT,0,Oriental,0.998355263,0,1,44,0.892156863,11,0.996800465,1.942833927
Typhlops dominicanus,1580.356768,snake,1904,TYPHLOPIDAE,LC,0,Panamanian,1,0,0,45,0.889705882,14,0.995927865,1.942816874
Typhlops geotomus,542.084643,snake,1966,TYPHLOPIDAE,NT,0,Panamanian,1,0,0,45,0.889705882,14,0.995927865,1.942816874
Typhlops guadeloupensis,1496.748531,snake,1966,TYPHLOPIDAE,LC,0,Panamanian,1,0,0,45,0.889705882,14,0.995927865,1.942816874
